attribute_id,listing_id,bedrooms,bathrooms,floor_number,total_floors,year_built,is_rented,tenant_count,furnishing_status,metro_distance_km,parking_available,power_backup
5347,l00547,1,1,0,19,2013,True,2,unfurnished,6.01,False,True
5348,l00548,4,2,24,35,2019,False,0,furnished,6.96,False,False
5349,l00549,2,3,15,37,2022,False,0,furnished,3.38,False,True
5350,l00550,5,2,4,6,2006,False,0,semi-furnished,5.68,True,False
5351,l00551,5,2,9,23,2013,False,0,semi-furnished,3.1,True,True
5352,l00552,5,1,11,23,2011,True,1,semi-furnished,1.09,True,False
5355,l00555,1,1,7,10,2023,False,0,furnished,3.29,True,False
5356,l00556,3,1,4,39,2022,True,1,semi-furnished,3.68,False,False
5357,l00557,5,4,17,18,2015,False,0,semi-furnished,2.9,False,True
5358,l00558,3,3,12,20,2022,False,0,furnished,5.26,True,False
5359,l00559,4,1,0,32,2016,True,0,furnished,4.65,True,True
5360,l00560,3,1,9,12,2019,False,0,furnished,6.92,True,True
5361,l00561,4,3,16,22,2000,True,4,unfurnished,7.69,False,True
5362,l00562,2,3,7,7,1996,False,0,semi-furnished,4.29,False,False
5364,l00564,3,1,12,33,1999,False,0,furnished,4.6,True,True
5365,l00565,2,2,9,19,2018,True,3,unfurnished,4.25,True,False
5366,l00566,4,1,0,20,2020,True,0,furnished,1.42,False,False
5367,l00567,2,1,1,31,2005,True,1,furnished,6.66,False,False
5369,l00569,2,2,6,27,2022,True,3,unfurnished,2.89,True,True
5370,l00570,1,2,9,25,2014,True,1,semi-furnished,2.47,False,False
5371,l00571,3,1,8,11,2017,False,0,unfurnished,2.26,True,True
5372,l00572,1,1,3,9,2003,False,0,semi-furnished,5.02,False,True
5373,l00573,3,2,7,25,2007,False,0,unfurnished,6.55,True,True
5374,l00574,1,2,5,29,2009,True,0,semi-furnished,4.25,True,False
5377,l00577,3,4,2,28,2004,True,3,furnished,7.18,False,False
5378,l00578,5,2,12,13,2016,False,0,unfurnished,3.26,True,True
5379,l00579,5,3,6,21,2005,False,0,semi-furnished,3.71,True,True
5380,l00580,2,1,10,23,2013,True,4,unfurnished,7.79,True,True
5381,l00581,1,2,15,24,2020,False,0,furnished,7.87,True,False
5382,l00582,5,1,22,27,2019,False,0,unfurnished,5.96,False,True
5384,l00584,2,4,19,25,1996,True,0,semi-furnished,7.29,True,False
5385,l00585,5,3,21,37,2011,False,0,unfurnished,7.47,False,True
5386,l00586,2,4,8,20,2021,False,0,furnished,6.19,True,False
5387,l00587,3,1,7,35,2012,False,0,unfurnished,4.31,True,True
5388,l00588,3,4,9,20,2014,False,0,unfurnished,3.77,False,True
5390,l00590,3,1,0,18,2021,True,2,furnished,2.5,True,True
5391,l00591,4,1,14,26,2019,True,2,semi-furnished,7.03,True,False
5392,l00592,3,4,16,31,2019,False,0,furnished,4.11,False,True
5393,l00593,4,1,14,22,2017,False,0,furnished,7.2,False,True
5394,l00594,5,2,5,40,2019,True,0,unfurnished,6.18,False,False
5395,l00595,4,2,22,38,2010,True,2,semi-furnished,4.43,False,False
5397,l00597,4,3,2,34,2019,False,0,furnished,5.39,True,True
5398,l00598,4,4,14,30,2016,False,0,semi-furnished,4.32,True,False
5399,l00599,2,3,8,18,2017,True,1,unfurnished,2.48,False,False
5402,l00602,3,2,9,27,2018,False,0,semi-furnished,0.35,False,True
5403,l00603,5,3,23,31,2000,False,0,furnished,6.33,True,True
5404,l00604,4,3,9,22,2005,False,0,furnished,4.74,True,True
5405,l00605,4,3,0,8,1997,False,0,semi-furnished,4.1,True,True
5406,l00606,2,2,18,28,2004,False,0,unfurnished,6.23,False,True
5407,l00607,1,3,0,34,1999,False,0,furnished,3.37,True,True
5408,l00608,4,4,21,28,2022,True,2,unfurnished,6.25,True,True
5409,l00609,4,1,24,35,2015,True,4,unfurnished,6.43,False,True
5410,l00610,1,2,13,14,2004,True,2,furnished,0.94,True,True
5411,l00611,1,3,8,16,1999,True,3,semi-furnished,5.57,False,False
5412,l00612,1,2,21,27,2019,False,0,furnished,1.98,True,False
5414,l00614,1,4,1,12,2004,True,4,unfurnished,2.61,False,True
5415,l00615,3,3,8,40,2003,False,0,unfurnished,6.04,True,True
5416,l00616,3,4,3,6,2022,False,0,unfurnished,5.78,False,True
5417,l00617,5,4,24,32,2018,True,2,unfurnished,1.18,False,False
5418,l00618,1,2,16,37,2020,True,1,semi-furnished,7.08,False,True
5419,l00619,4,1,1,39,2013,True,0,unfurnished,7.48,False,True
5420,l00620,1,3,5,35,2013,True,4,semi-furnished,3.83,True,False
5423,l00623,4,1,5,15,2021,True,0,furnished,5.18,True,False
5424,l00624,1,4,21,23,2016,True,4,furnished,1.38,False,True
5425,l00625,4,4,11,17,2000,True,0,unfurnished,2.61,False,True
5426,l00626,4,2,0,7,2000,True,2,semi-furnished,4.57,False,True
5427,l00627,1,4,15,35,1999,True,2,unfurnished,2.83,False,False
5428,l00628,1,2,5,29,2001,False,0,semi-furnished,0.56,False,True
5429,l00629,1,3,14,34,2002,False,0,semi-furnished,0.55,False,True
5430,l00630,3,4,2,14,2017,False,0,furnished,0.51,False,True
5431,l00631,1,1,20,27,2008,True,0,unfurnished,1.19,True,False
5432,l00632,2,2,8,33,2002,False,0,furnished,4.67,True,False
5433,l00633,2,3,11,32,2008,False,0,unfurnished,4.1,False,False
5435,l00635,3,1,11,22,1998,True,2,semi-furnished,7.32,False,True
5437,l00637,5,4,19,39,2004,True,0,semi-furnished,2.17,True,False
5438,l00638,4,1,25,26,2012,True,3,furnished,5.01,False,False
5439,l00639,3,3,9,12,2021,False,0,unfurnished,0.48,True,True
5440,l00640,2,4,14,18,2021,False,0,furnished,4.42,True,True
5442,l00642,2,3,22,37,2006,False,0,unfurnished,4.21,True,True
5444,l00644,5,1,1,15,1996,True,2,unfurnished,6.97,False,False
5445,l00645,5,4,25,31,2013,False,0,semi-furnished,3.38,True,True
5446,l00646,5,2,9,27,2012,False,0,semi-furnished,6.3,True,False
5448,l00648,3,1,8,9,2000,False,0,furnished,4.95,True,False
5449,l00649,5,1,1,17,1999,True,4,furnished,1.05,False,False
5451,l00651,2,2,14,21,1999,True,2,unfurnished,1.91,False,True
5452,l00652,2,4,6,14,2005,True,0,semi-furnished,5.2,True,False
5453,l00653,1,2,5,37,2003,False,0,semi-furnished,7.88,False,False
5454,l00654,1,3,10,28,2000,False,0,semi-furnished,1.58,False,False
5457,l00657,1,4,24,35,1999,True,3,furnished,7.02,False,True
5458,l00658,5,1,24,33,2011,True,3,semi-furnished,1.59,False,False
5459,l00659,2,2,6,11,2006,True,4,furnished,5.07,True,True
5460,l00660,2,3,15,38,2006,True,2,semi-furnished,5.9,True,False
5461,l00661,5,3,16,36,2022,True,3,furnished,4.74,False,True
5463,l00663,1,2,12,13,2023,True,1,unfurnished,7.33,False,True
5464,l00664,5,4,10,28,1999,False,0,furnished,2.27,True,False
5465,l00665,3,3,0,17,2007,False,0,semi-furnished,2.1,True,False
5466,l00666,5,1,4,20,1996,False,0,furnished,6.1,False,False
5467,l00667,3,1,1,12,2001,False,0,semi-furnished,2.38,True,True
5468,l00668,5,4,20,34,2019,True,4,unfurnished,4.57,False,False
5469,l00669,1,3,6,19,2023,True,3,semi-furnished,2.16,False,True
5471,l00671,3,2,2,24,2020,False,0,unfurnished,7.17,False,False
5472,l00672,1,1,0,19,2022,True,4,semi-furnished,1.82,True,False
5473,l00673,3,2,21,30,2022,True,3,furnished,5.46,True,False
5474,l00674,3,3,13,23,2016,True,1,semi-furnished,3.79,True,True
5475,l00675,2,2,1,26,2008,True,1,semi-furnished,5.87,False,False
5476,l00676,2,2,3,15,1997,False,0,furnished,7.22,False,False
5477,l00677,1,2,11,21,1998,True,3,semi-furnished,4.01,False,True
5480,l00680,5,3,17,29,1997,True,3,furnished,3.25,False,False
5481,l00681,5,3,4,40,2019,False,0,unfurnished,7.63,False,True
5482,l00682,3,3,3,22,1997,True,0,semi-furnished,7.62,False,True
5484,l00684,5,4,5,11,2000,True,4,furnished,0.4,True,False
5486,l00686,2,1,3,8,2006,False,0,unfurnished,6.81,True,False
5487,l00687,3,2,14,19,2018,True,1,unfurnished,1.75,False,True
5489,l00689,2,2,25,36,2006,True,4,furnished,7.17,False,True
5490,l00690,3,1,9,17,2010,True,1,semi-furnished,5.2,True,True
5491,l00691,2,3,12,16,2002,True,0,unfurnished,6.35,False,False
5492,l00692,2,2,3,27,2017,False,0,furnished,4.31,True,True
5493,l00693,4,3,0,40,2008,True,4,unfurnished,0.85,True,False
5496,l00696,3,3,9,24,1995,True,1,semi-furnished,1.64,True,False
5497,l00697,5,2,2,9,2006,False,0,furnished,1.46,True,True
5498,l00698,4,1,25,25,2006,True,1,semi-furnished,5.8,False,False
5499,l00699,1,2,20,39,2010,True,3,furnished,4.75,True,False
5500,l00700,2,2,3,14,2016,False,0,semi-furnished,1.81,False,True
5501,l00701,4,1,12,37,1997,True,1,furnished,6.21,True,True
5502,l00702,5,1,2,12,1999,True,0,semi-furnished,7.03,True,False
5503,l00703,5,2,14,14,1999,True,0,semi-furnished,5.38,True,True
5504,l00704,5,4,18,28,1995,False,0,unfurnished,1.17,True,False
5505,l00705,1,4,10,19,2010,False,0,furnished,0.55,False,False
5506,l00706,4,4,14,29,2018,False,0,furnished,2.93,False,True
5507,l00707,3,3,6,26,2006,False,0,semi-furnished,7.84,False,False
5508,l00708,5,4,17,26,2014,False,0,semi-furnished,3.82,False,True
5509,l00709,5,2,11,15,2002,True,1,furnished,5.94,False,False
5511,l00711,1,1,16,37,2011,True,1,unfurnished,0.97,False,False
5512,l00712,2,4,23,26,2002,False,0,semi-furnished,4.73,False,False
5513,l00713,2,3,24,28,2002,True,1,furnished,6.13,False,True
5515,l00715,3,3,25,32,1998,True,0,unfurnished,4.3,True,True
5516,l00716,3,1,25,26,2003,False,0,unfurnished,5.95,False,False
5517,l00717,4,1,6,22,2009,False,0,semi-furnished,6.09,False,False
5518,l00718,2,4,14,36,2006,False,0,furnished,3.94,True,True
5519,l00719,2,1,20,30,2023,False,0,furnished,3.96,True,False
5520,l00720,5,2,20,32,2001,False,0,semi-furnished,7.12,True,False
5521,l00721,5,3,2,26,2014,True,2,furnished,5.49,False,True
5522,l00722,3,2,0,36,2009,False,0,unfurnished,4.35,False,False
5523,l00723,4,3,24,40,1995,True,3,semi-furnished,6.43,True,False
5525,l00725,4,2,25,28,2018,False,0,unfurnished,1.57,True,False
5527,l00727,5,4,3,22,2017,False,0,furnished,3.99,True,False
5528,l00728,1,3,8,10,2002,False,0,furnished,4.47,True,False
5530,l00730,1,2,5,15,2003,True,4,unfurnished,7.09,True,False
5531,l00731,1,1,0,35,2013,False,0,furnished,1.95,False,True
5533,l00733,2,3,4,13,1999,False,0,furnished,3.04,True,True
5534,l00734,4,4,0,26,2005,True,4,semi-furnished,3.47,True,True
5535,l00735,3,3,14,23,2009,False,0,furnished,1.76,False,True
5536,l00736,1,2,14,24,2011,False,0,semi-furnished,3.94,True,False
5537,l00737,4,3,11,20,2010,True,4,furnished,7.76,True,False
5539,l00739,1,4,3,31,2006,False,0,unfurnished,3.0,True,False
5540,l00740,3,1,22,32,2004,True,1,unfurnished,4.97,False,False
5542,l00742,2,3,0,5,2007,False,0,furnished,4.4,False,False
5543,l00743,1,3,21,22,2003,False,0,unfurnished,3.4,True,False
5544,l00744,4,2,14,28,2021,True,1,semi-furnished,3.98,True,False
5546,l00746,3,4,5,29,2019,True,2,unfurnished,3.79,False,False
5547,l00747,1,2,4,13,2009,False,0,semi-furnished,3.15,True,True
5548,l00748,3,3,25,40,2004,False,0,furnished,1.9,True,False
5550,l00750,2,4,3,19,2007,True,2,furnished,3.93,False,True
5551,l00751,3,1,17,26,2012,False,0,furnished,6.86,True,False
5552,l00752,5,3,7,40,2012,True,0,semi-furnished,5.09,True,True
5553,l00753,3,2,7,13,2009,False,0,unfurnished,4.72,True,False
5554,l00754,1,4,14,38,2001,True,0,semi-furnished,2.59,True,False
5555,l00755,2,1,20,24,2008,True,3,furnished,2.23,False,True
5556,l00756,1,2,8,11,1999,True,2,semi-furnished,7.89,False,True
5557,l00757,2,1,18,37,2004,False,0,furnished,0.38,False,False
5558,l00758,2,2,10,15,2012,False,0,semi-furnished,3.63,False,True
5560,l00760,4,4,0,40,2016,False,0,semi-furnished,6.04,False,False
5561,l00761,4,2,20,24,2003,True,0,furnished,3.47,True,False
5563,l00763,5,1,4,35,2012,False,0,unfurnished,4.61,True,True
5564,l00764,2,1,9,13,2019,True,1,unfurnished,4.6,False,False
5565,l00765,5,1,4,8,2011,False,0,furnished,1.53,False,False
5566,l00766,2,2,3,21,1997,True,0,furnished,0.24,False,False
5567,l00767,3,3,10,20,1998,False,0,semi-furnished,7.08,True,False
5569,l00769,1,4,3,21,1996,True,1,semi-furnished,5.4,False,False
5570,l00770,3,4,19,36,2002,True,3,unfurnished,2.74,False,False
5571,l00771,3,1,5,18,2011,True,3,semi-furnished,4.57,False,True
5572,l00772,1,2,13,39,2013,False,0,furnished,6.04,False,True
5575,l00775,5,3,8,32,1995,False,0,unfurnished,7.67,True,True
5576,l00776,2,1,25,35,2022,True,4,furnished,6.42,False,False
5577,l00777,2,4,9,12,2011,False,0,unfurnished,7.15,False,True
5578,l00778,3,1,4,17,2019,False,0,semi-furnished,7.09,False,False
5579,l00779,5,1,18,20,2018,True,3,furnished,7.21,False,False
5580,l00780,2,1,14,16,2004,True,4,semi-furnished,3.49,True,True
5582,l00782,5,3,10,34,2018,False,0,semi-furnished,2.89,False,True
5585,l00785,5,4,19,30,2018,True,2,unfurnished,5.9,False,True
5586,l00786,4,1,4,25,2002,True,1,furnished,2.7,True,True
5587,l00787,3,3,4,7,2001,False,0,unfurnished,1.21,False,False
5588,l00788,1,1,0,40,2015,False,0,unfurnished,2.58,True,True
5589,l00789,1,1,2,25,1998,True,3,semi-furnished,6.12,True,True
5591,l00791,5,1,13,28,1999,True,1,unfurnished,1.59,True,False
5592,l00792,1,4,11,11,1997,True,0,semi-furnished,2.69,True,True
5593,l00793,1,2,18,37,2008,True,4,furnished,3.02,False,True
5594,l00794,5,2,4,36,2001,False,0,unfurnished,0.46,True,True
5596,l00796,4,1,10,11,2001,False,0,furnished,1.54,False,True
5597,l00797,4,3,19,33,1996,True,4,furnished,5.07,True,True
5598,l00798,1,3,19,39,2018,True,3,furnished,2.2,True,False
5599,l00799,5,4,1,9,2005,True,3,furnished,6.64,False,False
5600,l00800,2,2,5,32,2000,True,2,unfurnished,1.77,False,False
5601,l00801,2,1,18,25,1997,True,0,semi-furnished,2.78,True,True
5602,l00802,2,4,15,37,2000,True,4,furnished,1.55,False,False
5603,l00803,3,3,21,26,2008,False,0,furnished,3.91,False,False
5604,l00804,2,4,10,38,1995,True,2,unfurnished,7.06,False,False
5605,l00805,4,3,22,22,2007,False,0,unfurnished,4.46,False,True
5606,l00806,4,3,21,36,2003,True,4,unfurnished,5.17,True,False
5607,l00807,3,2,6,25,2006,False,0,furnished,3.0,True,True
5608,l00808,1,1,13,20,2013,True,4,semi-furnished,7.21,True,False
5609,l00809,1,4,9,11,2006,True,2,furnished,3.23,True,False
5610,l00810,2,3,4,21,2019,True,4,unfurnished,0.96,False,True
5611,l00811,5,2,16,19,2014,False,0,unfurnished,1.8,False,False
5612,l00812,2,2,1,38,2009,True,3,furnished,2.81,True,False
5613,l00813,4,1,2,10,2008,False,0,unfurnished,4.58,True,False
5614,l00814,2,3,8,23,2000,True,4,furnished,0.68,False,False
5615,l00815,3,4,22,27,2014,False,0,unfurnished,0.53,True,False
5616,l00816,4,2,6,36,2013,False,0,semi-furnished,0.44,False,True
5617,l00817,1,2,16,18,2001,False,0,furnished,7.33,True,False
5619,l00819,4,4,13,38,2006,False,0,unfurnished,0.84,True,True
5620,l00820,2,2,6,28,2021,True,1,unfurnished,1.78,False,False
5621,l00821,4,4,16,25,2022,True,4,unfurnished,7.45,True,True
5622,l00822,5,3,4,40,2021,True,3,furnished,5.72,False,True
5623,l00823,4,1,8,15,2007,False,0,unfurnished,5.92,True,False
5624,l00824,3,1,6,7,2004,True,3,semi-furnished,5.07,False,False
5625,l00825,3,1,3,22,2018,True,2,furnished,6.0,False,True
5627,l00827,1,2,17,17,1999,True,2,unfurnished,3.28,False,False
5628,l00828,4,3,14,27,2010,True,3,unfurnished,0.65,False,False
5629,l00829,1,3,3,13,2001,True,4,furnished,4.0,False,True
5631,l00831,4,2,17,28,2012,False,0,unfurnished,0.57,True,False
5632,l00832,1,2,23,39,2008,True,4,semi-furnished,2.58,True,False
5633,l00833,4,2,23,38,2003,False,0,unfurnished,8.0,False,False
5635,l00835,2,3,3,24,2014,False,0,unfurnished,5.08,True,True
5637,l00837,1,3,25,40,2004,False,0,furnished,2.82,True,True
5638,l00838,5,2,14,17,2018,True,1,unfurnished,1.76,False,False
5639,l00839,4,1,12,27,2022,True,2,unfurnished,2.72,False,False
5640,l00840,1,4,19,27,2010,True,3,unfurnished,2.59,False,True
5641,l00841,1,3,12,28,2008,True,1,furnished,0.26,True,True
5642,l00842,5,3,6,18,2014,False,0,unfurnished,5.59,True,True
5643,l00843,4,4,2,40,2018,True,2,semi-furnished,5.66,False,False
5645,l00845,4,3,9,33,2000,False,0,furnished,6.32,False,True
5648,l00848,4,1,3,19,1995,True,1,semi-furnished,6.12,False,True
5649,l00849,5,2,4,36,2009,True,1,furnished,2.05,False,False
5650,l00850,3,2,18,19,2014,False,0,unfurnished,5.21,True,False
5651,l00851,1,1,0,6,2019,True,1,semi-furnished,3.07,True,False
5652,l00852,3,4,18,29,2008,False,0,furnished,6.36,False,True
5656,l00856,3,3,2,22,2017,True,2,unfurnished,3.13,False,False
5657,l00857,5,3,24,33,2011,True,3,semi-furnished,2.75,False,True
5660,l00860,4,2,11,27,2003,True,0,furnished,2.52,True,True
5661,l00861,5,1,25,27,2007,True,2,unfurnished,6.8,True,False
5662,l00862,3,4,20,27,2008,False,0,unfurnished,4.35,True,False
5663,l00863,3,1,21,39,1996,False,0,furnished,4.67,True,False
5664,l00864,2,1,4,11,1996,True,4,semi-furnished,3.21,False,False
5665,l00865,5,1,5,20,2023,False,0,unfurnished,2.02,False,True
5666,l00866,1,1,1,31,2004,False,0,furnished,0.37,False,False
5668,l00868,3,4,3,15,2023,True,1,semi-furnished,5.87,False,True
5669,l00869,1,1,1,5,2001,False,0,semi-furnished,6.48,True,False
5670,l00870,1,3,2,23,2014,False,0,unfurnished,7.76,True,False
5671,l00871,5,4,14,33,2014,False,0,unfurnished,2.66,False,True
5672,l00872,2,2,9,39,2019,False,0,furnished,7.38,False,True
5675,l00875,2,4,1,30,2016,False,0,furnished,5.05,False,True
5676,l00876,3,3,15,30,1996,False,0,semi-furnished,5.36,False,False
5677,l00877,1,2,24,32,2017,True,1,semi-furnished,6.09,True,False
5678,l00878,1,2,1,34,2007,False,0,furnished,2.31,True,False
5680,l00880,1,2,0,8,2004,True,1,furnished,2.42,False,False
5682,l00882,5,4,21,21,2004,True,1,furnished,7.49,True,True
5683,l00883,5,2,7,34,2014,False,0,semi-furnished,6.09,False,True
5684,l00884,3,4,24,36,2015,False,0,furnished,1.81,True,True
5685,l00885,4,2,10,24,2013,False,0,semi-furnished,3.14,False,False
5686,l00886,2,3,5,12,2003,False,0,furnished,2.55,True,False
5687,l00887,4,3,7,12,2003,True,0,unfurnished,7.35,True,False
5688,l00888,3,3,14,20,1997,True,2,furnished,0.97,False,True
5689,l00889,4,2,4,37,2009,True,0,furnished,0.75,True,False
5690,l00890,3,4,1,27,2019,False,0,unfurnished,2.79,True,False
5691,l00891,1,2,9,34,2003,False,0,furnished,6.87,True,True
5692,l00892,3,1,13,23,2002,True,2,furnished,7.0,True,False
5693,l00893,4,1,16,39,2015,True,0,semi-furnished,5.76,False,False
5694,l00894,2,1,0,16,1996,False,0,semi-furnished,7.87,True,False
5695,l00895,2,3,9,38,2008,True,0,furnished,0.5,False,False
5696,l00896,1,1,8,15,2014,False,0,furnished,1.04,True,False
5698,l00898,5,1,19,30,2001,False,0,furnished,1.02,True,False
5699,l00899,4,4,7,36,2014,False,0,unfurnished,2.59,False,False
5700,l00900,3,2,11,29,1998,True,4,semi-furnished,3.45,False,False
5701,l00901,5,1,1,40,2005,True,3,semi-furnished,1.07,True,True
5703,l00903,2,3,5,32,2010,True,1,semi-furnished,1.24,True,False
5704,l00904,4,4,5,7,1996,True,2,furnished,7.54,False,True
5706,l00906,3,3,16,16,2016,False,0,unfurnished,1.22,True,False
5707,l00907,3,1,25,25,2008,True,3,unfurnished,1.32,False,False
5708,l00908,2,1,10,19,2003,True,1,furnished,2.48,False,False
5709,l00909,2,3,1,9,2005,True,3,unfurnished,3.83,True,False
5710,l00910,4,3,0,9,2006,False,0,semi-furnished,2.68,False,True
5711,l00911,1,3,15,27,1997,False,0,semi-furnished,4.34,False,True
5712,l00912,4,3,20,35,2019,True,4,furnished,7.12,False,True
5713,l00913,1,4,13,30,2009,False,0,unfurnished,0.87,True,False
5714,l00914,4,2,22,33,2022,True,1,unfurnished,2.67,True,False
5715,l00915,4,3,12,16,2001,False,0,furnished,6.39,True,True
5717,l00917,4,2,10,26,2007,True,0,semi-furnished,4.99,False,False
5718,l00918,1,2,14,26,2004,False,0,semi-furnished,1.51,True,True
5719,l00919,2,3,23,25,2017,True,1,unfurnished,6.78,False,True
5720,l00920,1,4,0,38,2021,True,2,semi-furnished,2.23,True,True
5723,l00923,4,4,6,26,2013,True,4,unfurnished,0.28,False,False
5724,l00924,4,4,16,37,2022,True,0,semi-furnished,5.85,True,True
5725,l00925,1,2,2,10,2005,False,0,furnished,7.72,False,False
5726,l00926,3,2,18,25,2014,True,3,unfurnished,2.81,False,True
5727,l00927,1,4,1,23,2001,False,0,furnished,2.39,True,True
5729,l00929,4,2,9,33,1999,False,0,semi-furnished,5.24,False,False
5730,l00930,2,2,10,40,1999,True,4,furnished,6.64,False,True
5731,l00931,5,3,1,14,2011,False,0,semi-furnished,3.09,False,False
5732,l00932,1,2,23,23,2011,True,4,furnished,7.65,True,False
5733,l00933,5,1,5,35,2021,False,0,semi-furnished,5.1,False,False
5735,l00935,5,2,0,9,1999,True,0,semi-furnished,6.06,False,False
5736,l00936,4,1,1,30,2015,False,0,unfurnished,0.97,False,False
5737,l00937,5,2,6,24,2006,False,0,furnished,1.74,True,True
5738,l00938,5,4,4,37,2011,False,0,unfurnished,1.92,False,False
5740,l00940,2,3,6,15,1999,False,0,semi-furnished,5.66,False,False
5741,l00941,5,4,0,29,2005,False,0,semi-furnished,0.3,True,False
5742,l00942,1,3,8,26,2017,False,0,semi-furnished,3.7,False,True
5743,l00943,1,1,22,30,2016,False,0,furnished,1.22,True,False
5744,l00944,1,1,9,22,2018,False,0,semi-furnished,7.53,True,False
5745,l00945,1,3,14,18,2020,True,0,semi-furnished,4.9,True,True
5746,l00946,5,3,16,26,1995,False,0,unfurnished,6.42,True,True
5748,l00948,3,4,6,30,1998,True,2,furnished,6.12,False,True
5749,l00949,4,3,2,24,2007,True,4,furnished,4.04,False,True
5750,l00950,3,2,13,18,2000,False,0,furnished,6.03,False,True
5752,l00952,1,3,20,21,2015,False,0,unfurnished,0.92,True,False
5753,l00953,1,4,0,25,2003,False,0,furnished,6.1,False,True
5754,l00954,5,2,1,7,2011,False,0,unfurnished,1.21,False,True
5755,l00955,4,1,5,29,1997,True,3,semi-furnished,1.04,False,True
5756,l00956,1,3,0,9,2015,True,4,unfurnished,3.71,False,True
5757,l00957,5,1,2,14,2007,True,2,semi-furnished,6.71,True,False
5758,l00958,5,3,0,23,2021,False,0,unfurnished,2.93,False,False
5760,l00960,5,4,17,21,2012,False,0,furnished,3.56,True,False
5761,l00961,3,1,11,26,1999,True,1,unfurnished,6.48,False,False
5762,l00962,2,2,10,10,2002,True,0,unfurnished,4.31,True,False
5763,l00963,2,4,1,9,1995,True,1,unfurnished,6.83,True,True
5764,l00964,1,1,1,36,2002,True,2,semi-furnished,3.72,False,False
5765,l00965,4,3,3,9,2023,True,1,furnished,0.68,False,False
5767,l00967,1,4,6,38,2015,True,3,semi-furnished,0.21,False,True
5768,l00968,3,4,21,34,2004,False,0,semi-furnished,3.61,True,True
5769,l00969,5,1,6,33,2008,False,0,unfurnished,3.43,True,True
5770,l00970,1,3,5,18,2018,False,0,unfurnished,6.03,True,True
5771,l00971,1,4,17,21,2023,False,0,unfurnished,1.48,True,False
5772,l00972,1,2,0,20,2004,True,2,furnished,7.43,False,True
5773,l00973,4,3,18,25,2014,True,4,furnished,2.87,False,True
5774,l00974,5,2,5,35,2016,True,2,semi-furnished,6.9,True,True
5775,l00975,4,1,16,18,2003,False,0,semi-furnished,5.0,True,True
5776,l00976,3,1,17,23,1998,True,4,semi-furnished,2.33,True,True
5777,l00977,2,4,3,28,2012,True,2,semi-furnished,0.56,False,True
5778,l00978,2,3,5,28,2019,False,0,semi-furnished,0.6,False,True
5780,l00980,2,2,16,21,2008,True,2,furnished,7.31,False,False
5781,l00981,1,4,19,21,2020,True,4,unfurnished,0.21,True,True
5784,l00984,5,3,6,34,2018,True,3,semi-furnished,7.39,False,True
5785,l00985,5,3,2,29,2021,True,1,unfurnished,7.16,False,True
5786,l00986,3,3,24,37,1998,True,3,unfurnished,6.81,True,True
5788,l00988,5,4,4,8,2017,False,0,unfurnished,4.55,True,False
5790,l00990,3,3,5,28,2021,False,0,semi-furnished,2.96,True,True
5791,l00991,5,3,23,24,2019,True,0,furnished,6.1,True,False
5793,l00993,4,1,9,14,2016,False,0,semi-furnished,3.27,True,True
5794,l00994,1,1,8,38,2004,True,4,furnished,3.09,False,True
5795,l00995,5,4,0,31,2016,False,0,semi-furnished,6.96,True,False
5798,l00998,4,2,2,25,1999,True,0,semi-furnished,7.77,True,True
5800,l01000,4,4,15,39,2006,False,0,furnished,7.27,True,False
5801,l01001,4,1,10,29,2002,True,0,unfurnished,0.2,True,True
5802,l01002,5,4,24,39,2013,False,0,unfurnished,6.61,False,False
5803,l01003,3,2,15,36,2001,True,3,furnished,3.9,False,True
5804,l01004,5,1,4,28,2004,False,0,semi-furnished,2.36,True,False
5806,l01006,1,3,18,28,2002,False,0,semi-furnished,7.35,True,False
5807,l01007,1,4,11,12,2009,False,0,semi-furnished,1.22,True,True
5808,l01008,1,1,12,13,2002,False,0,semi-furnished,2.2,True,True
5809,l01009,1,4,5,11,2002,False,0,furnished,7.27,True,True
5812,l01012,4,2,16,36,2023,True,1,semi-furnished,5.6,False,False
5813,l01013,3,4,9,38,2006,True,0,unfurnished,6.14,False,False
5815,l01015,5,2,9,15,2016,True,1,furnished,3.71,True,True
5816,l01016,3,3,2,14,2005,False,0,semi-furnished,4.65,True,True
5817,l01017,3,2,19,37,2011,False,0,furnished,4.33,True,True
5818,l01018,1,3,7,33,1999,True,2,unfurnished,1.38,False,False
5819,l01019,4,2,17,32,2002,True,3,semi-furnished,3.11,False,False
5820,l01020,3,3,2,8,2002,False,0,unfurnished,7.19,False,False
5821,l01021,5,1,13,33,1995,False,0,unfurnished,6.77,True,True
5824,l01024,2,1,20,33,2000,False,0,unfurnished,6.13,False,True
5826,l01026,2,1,11,23,2007,False,0,furnished,6.46,False,False
5827,l01027,2,2,22,40,2004,True,1,unfurnished,2.2,False,True
5829,l01029,2,2,14,30,1996,True,0,semi-furnished,3.98,True,False
5830,l01030,4,1,0,37,2017,False,0,unfurnished,6.01,False,False
5831,l01031,1,4,19,19,2008,False,0,unfurnished,2.81,True,False
5832,l01032,1,2,16,17,2022,False,0,semi-furnished,8.0,True,True
5833,l01033,3,3,12,24,2019,True,2,furnished,7.61,False,True
5834,l01034,5,2,4,21,2005,False,0,furnished,3.27,False,False
5835,l01035,2,1,5,22,2018,True,1,semi-furnished,0.32,True,False
