buyer_id,sale_id,buyer_type,payment_mode,loan_taken,loan_provider,loan_amount
671,l00279,investor,cheque,True,icici,9148537
672,l00842,investor,cash,True,hdfc,4444682
673,l00369,investor,cheque,True,sbi,1902601
674,l00887,end user,cash,False,none,0
675,l01015,investor,cash,True,axis,1758443
676,l00860,end user,upi,True,axis,5526582
677,l00721,investor,cheque,True,pnb,9119817
678,l00826,investor,cheque,True,icici,4018302
679,l00548,investor,cheque,False,none,0
680,l00880,end user,upi,False,none,0
681,l00900,end user,upi,True,icici,3023962
682,l00457,investor,upi,False,none,0
683,l00394,investor,cash,False,none,0
684,l00676,end user,cash,False,none,0
685,l00912,investor,cheque,False,none,0
686,l00965,investor,upi,True,icici,2168854
687,l00376,end user,upi,True,hdfc,8012210
688,l00413,end user,upi,False,none,0
689,l00075,investor,cash,True,axis,660022
690,l01122,end user,cheque,False,none,0
691,l00863,investor,upi,True,axis,5966239
692,l00501,end user,upi,False,none,0
693,l00942,end user,cheque,False,none,0
694,l00617,end user,bank transfer,True,sbi,9355095
695,l00115,end user,cheque,True,axis,2622789
696,l00418,investor,cash,False,none,0
697,l00602,investor,upi,True,pnb,1365401
698,l00605,end user,cheque,False,none,0
699,l00090,investor,cheque,False,none,0
700,l01149,end user,upi,True,icici,1085605
701,l00499,end user,bank transfer,False,none,0
702,l00876,investor,cheque,True,hdfc,6780034
703,l00927,investor,cheque,False,none,0
704,l00999,investor,bank transfer,True,pnb,3668749
705,l00012,end user,cheque,False,none,0
706,l00397,investor,cash,True,pnb,4396552
707,l00755,end user,bank transfer,False,none,0
708,l00556,investor,upi,True,axis,7368444
709,l00043,investor,upi,False,none,0
710,l00168,end user,upi,False,none,0
711,l00417,end user,cheque,True,pnb,2216675
712,l00577,end user,cheque,True,sbi,1293284
713,l00268,investor,bank transfer,False,none,0
714,l00808,investor,bank transfer,True,sbi,8998652
715,l00427,investor,cash,True,axis,7791589
716,l00691,investor,bank transfer,True,icici,7781634
717,l00545,end user,bank transfer,False,none,0
718,l01123,investor,upi,True,hdfc,2028884
719,l00675,end user,bank transfer,False,none,0
720,l00690,investor,upi,False,none,0
