listing_id,city,property_type,price,sqft,date_listed,agent_id,latitude,longitude
l00261,los angeles,apartment,823879.0111044048,4020.9907632697,2023-02-26,a0019,39.2551159409,-102.87906444
l00262,phoenix,townhouse,1205060.003600858,3025.9903350934,2023-01-24,a0015,48.2832833664,-76.1638946967
l00263,houston,apartment,116120.0004918809,2174.0086385466,2023-06-04,a0014,45.1163803881,-97.8220854332
l00264,los angeles,condo,707013.9970947932,3187.0172030679,2023-03-03,a0001,34.9576939253,-109.1294489738
l00265,houston,townhouse,468458.001732026,1557.9991697056,2023-07-14,a0035,26.3596706132,-74.847201783
l00266,los angeles,condo,251153.0025949384,3752.009540835,2024-03-17,a0048,44.5050974803,-67.0204024297
l00267,new york,townhouse,139302.9858688888,4266.0014652561,2024-04-16,a0005,48.9051076982,-92.7886222177
l00268,chicago,townhouse,1302505.9980598649,3812.9997924976,2023-12-30,a0041,43.4585213179,-70.2121242137
l00269,houston,condo,341536.0140288627,3818.0020334877,2023-01-11,a0021,45.384755189,-110.6565652296
l00270,los angeles,townhouse,1844884.0228656845,3464.0184872107,2023-02-15,a0028,35.8214116109,-117.5207275338
l00271,new york,house,1013679.0050417512,3779.9953694917,2023-09-26,a0006,47.8973934253,-89.8404281269
l00272,houston,condo,1664066.0006837538,3281.0029937952,2023-04-24,a0022,30.4755270117,-86.0491191319
l00273,los angeles,apartment,1170561.008004532,1433.9977827875,2023-09-29,a0033,39.8110931085,-104.2286200843
l00274,los angeles,condo,836308.9846765029,1708.9975409526,2023-05-01,a0007,27.7122161417,-86.060316955
l00275,los angeles,condo,513708.0052275061,1921.0013517326,2023-11-05,a0010,37.4872695717,-80.2127774763
l00276,new york,house,1720778.9935092116,4546.9894322362,2023-08-26,a0049,37.475110432,-75.5735117873
l00277,phoenix,townhouse,1528440.011963664,3146.9991089171,2024-03-18,a0041,38.2370032657,-92.4509142578
l00278,chicago,house,1022248.9975729404,1058.9957391852,2023-08-29,a0029,46.0531407817,-101.5899063173
l00279,chicago,condo,1340296.9973881342,960.0089227777,2023-06-30,a0033,28.2274792772,-123.3381777659
l00280,new york,condo,1068344.0101723492,4201.9986982626,2023-01-20,a0004,43.1211247672,-89.0438701493
l00281,chicago,condo,260915.9911746073,1238.9881730248,2023-11-11,a0039,41.9131518669,-112.644432971
l00282,phoenix,townhouse,1070375.9945143384,835.9820099352,2023-08-19,a0037,28.2723185115,-124.1539746702
l00283,los angeles,condo,1368788.9923506952,4396.0078531699,2023-09-14,a0010,33.4048840184,-90.7790200299
l00284,new york,townhouse,317058.9957185179,3312.9979292966,2024-01-01,a0006,34.415156911,-99.6242891514
l00285,phoenix,house,182086.0012163385,2529.000327034,2023-12-29,a0029,46.6788513828,-104.7973469969
l00286,houston,house,863149.0018741583,3554.0016768271,2024-04-14,a0019,37.3455483849,-79.5339548434
l00287,houston,townhouse,1724169.999012388,3270.995952744,2023-12-14,a0039,34.5000946675,-88.9217096616
l00288,new york,condo,238226.9857836941,3199.996553495,2023-02-18,a0036,45.6949830401,-69.9243034825
l00289,houston,condo,628472.99556647,1731.0029060347,2023-06-20,a0006,28.5128781324,-71.2539566469
l00290,phoenix,house,833627.0084125618,3040.9992229787,2024-05-10,a0042,36.8091980359,-110.033377622
l00291,houston,house,1347891.023512588,1193.995326138,2023-06-08,a0036,36.0209072804,-68.1655771691
l00292,houston,condo,1805372.0049611328,1546.0039942503,2023-12-10,a0045,36.8208045252,-105.9342102062
l00293,phoenix,apartment,1454812.0030471503,3968.0047789811,2023-09-18,a0024,40.2191057873,-111.0926128583
l00294,new york,condo,747738.9978355034,1976.0000747021,2024-05-01,a0014,26.8269736978,-117.5225345657
l00295,chicago,townhouse,502664.0048889878,2354.9868158727,2023-03-12,a0010,28.075701035,-116.1819772956
l00296,new york,condo,1870893.997594144,1328.0071100023,2023-09-17,a0050,28.3377801665,-87.8358928543
l00297,phoenix,apartment,1488165.9873578243,3257.9897410208,2024-03-24,a0050,29.3880574172,-104.9429313636
l00298,phoenix,house,1352516.032273124,3585.99737303,2023-03-20,a0011,46.5281742875,-97.5146013475
l00299,los angeles,house,1612429.996351601,4085.0267898045,2023-01-23,a0027,40.9948079747,-115.0037948674
l00300,chicago,house,1031552.0044955146,2833.998707208,2024-01-21,a0048,29.6204012437,-122.6369886949
l00301,houston,house,1219902.0183984083,2458.9968982798,2023-06-08,a0031,29.0465995195,-108.8166427131
l00302,los angeles,condo,1522511.9946279912,4109.0055840342,2023-08-25,a0050,29.2524983353,-119.8528525098
l00303,chicago,townhouse,1154671.0042251872,4820.0084409178,2023-08-03,a0011,27.895228539,-98.2646078912
l00304,los angeles,house,1930816.974590996,2547.9930339164,2023-01-27,a0042,29.9517863381,-103.8668808038
l00305,houston,condo,1262956.0037257026,1339.996881518,2023-12-31,a0034,37.0821585793,-84.9725705262
l00306,new york,condo,275897.9925030102,1812.9968363301,2023-05-20,a0029,25.9478993735,-78.6458491425
l00307,phoenix,house,1842831.0104236747,4083.0183421371,2023-02-16,a0015,40.0625687847,-120.2553714718
l00308,houston,condo,155931.0168821527,3898.0200850486,2023-01-28,a0026,45.955825147,-71.5838497541
l00309,phoenix,condo,594461.9959879348,3663.0134555542,2023-02-11,a0024,26.4548811413,-108.9342520766
l00310,los angeles,apartment,768329.993986273,1311.0182796236,2024-03-05,a0046,44.3775255687,-81.6044123315
l00311,chicago,house,388567.0079261822,813.01903841,2023-05-27,a0031,29.4442047651,-112.8532004521
l00312,los angeles,townhouse,1040784.975347471,543.0007998975,2024-04-08,a0006,33.8782867412,-96.8637726509
l00313,new york,condo,552260.0108823539,1724.0163948612,2023-10-08,a0047,39.8446928641,-103.6001660755
l00314,phoenix,townhouse,333175.0152512161,2859.998775809,2023-05-02,a0020,36.08728255,-81.6583747545
l00315,new york,apartment,600042.995496185,3938.9969757849,2023-11-24,a0040,25.8646585466,-110.364866586
l00316,houston,apartment,332485.0011360997,4594.0015078341,2023-11-02,a0035,42.1149704723,-73.0620938752
l00317,new york,house,1606895.9862518606,1676.0069921164,2023-05-30,a0028,37.2810943273,-94.1256750065
l00318,new york,condo,604499.0088897446,3912.0108746566,2023-04-06,a0043,27.5780443965,-99.06526496
l00319,new york,condo,241932.9900118078,4808.9931763354,2023-10-06,a0033,37.7826693841,-110.92876662
l00320,phoenix,apartment,918840.009052922,4351.0254546392,2023-01-23,a0041,31.46655502,-103.1266262227
l00321,houston,condo,631943.0123398531,632.9893552559,2023-07-02,a0005,25.4625498707,-106.3225401001
l00322,chicago,house,1637088.0001053067,1349.0095220458,2024-01-31,a0038,30.0680500265,-106.005002725
l00323,chicago,house,192978.0184836741,3385.9994439825,2023-10-07,a0022,27.8854647068,-73.3362984706
l00324,los angeles,townhouse,1558335.999327189,4419.9878073203,2023-11-20,a0012,39.2491112974,-85.61020192
l00325,los angeles,apartment,1601655.0045433508,4249.0007303484,2023-01-19,a0019,43.9497395951,-96.1089183082
l00326,los angeles,apartment,1759075.9966790662,2134.0055628319,2024-03-29,a0003,27.0859805227,-93.8616330648
l00327,chicago,condo,1180837.001260799,3762.0084204856,2024-02-22,a0035,39.080033408,-81.7602729246
l00328,houston,condo,176799.0063447692,2065.0029652304,2023-05-27,a0023,35.3629663438,-117.5940445148
l00329,new york,condo,672975.9956228542,1518.9877857989,2024-02-14,a0024,31.7965644986,-103.9547069896
l00330,houston,townhouse,1658828.9961442258,4102.0079717061,2024-04-03,a0025,40.5055098105,-91.8817119267
l00331,chicago,house,1140613.0028570937,4575.0132898049,2023-07-08,a0034,33.5525003868,-67.7808043594
l00332,chicago,apartment,1624800.0113126468,3976.9947926874,2023-02-10,a0028,39.5337450589,-111.2281508293
l00333,phoenix,house,1243941.9948504146,2906.0047913049,2023-06-14,a0007,27.4511603825,-116.1551475019
l00334,new york,condo,1486048.0112223628,2921.0224453624,2023-06-06,a0029,30.8957959538,-115.6840117916
l00335,phoenix,townhouse,449479.0028206543,4135.9973550603,2023-06-29,a0029,29.473481663,-108.4604817659
l00336,new york,condo,1389437.0043671613,4063.0092792654,2023-05-21,a0041,29.1343847664,-72.9973252696
l00337,new york,apartment,1507573.9938341284,3827.0083813417,2023-07-06,a0033,26.927753693,-94.558423472
l00338,los angeles,apartment,399429.9982265029,4089.0049393983,2023-01-18,a0009,34.8353380304,-68.0082891186
l00339,new york,house,1732664.990023858,3500.0029472587,2023-07-05,a0025,27.6784250994,-101.9442642189
l00340,phoenix,apartment,1368974.9844771922,1756.0026101601,2023-12-14,a0029,48.253095865,-74.8157891799
l00341,chicago,condo,1031007.9899110636,1128.9756560908,2023-10-21,a0009,44.6123396632,-110.0318812484
l00342,phoenix,condo,934736.9903392176,3074.9926300407,2023-11-29,a0018,29.1015213621,-86.1930495621
l00343,los angeles,apartment,154343.9924061539,2023.9872759031,2023-09-13,a0034,47.3160748295,-92.7092346297
l00344,houston,apartment,648984.9830821364,2631.9956076664,2023-12-27,a0029,38.7140582891,-108.7538583061
l00345,los angeles,condo,1555382.0151606973,4523.0102815996,2023-04-13,a0008,43.4698170358,-114.1694732164
l00346,los angeles,apartment,1048002.0061827354,1914.0118077551,2024-04-05,a0046,32.7781520909,-100.3266955641
l00347,houston,apartment,1799768.9881198704,3118.0123294813,2023-12-08,a0023,37.209848464,-110.9357091826
l00348,new york,condo,1969257.9900682915,2957.0051837067,2024-03-11,a0011,27.7564786442,-89.5697450877
l00349,los angeles,condo,1166937.989796752,2335.9900039456,2023-03-04,a0013,31.9279195051,-91.2754724375
l00350,los angeles,house,1757532.0009277677,4547.0046260651,2023-01-14,a0024,28.7209429271,-97.0818287375
l00351,phoenix,condo,1080221.0138637878,1562.9885765106,2023-11-10,a0006,37.7737571517,-121.9995503128
l00352,new york,condo,935000.9999176912,4420.9935683194,2023-09-27,a0027,33.0709052357,-117.2093220477
l00353,houston,apartment,362828.9999407674,3096.9908816191,2023-11-25,a0005,26.5326788328,-67.5916384801
l00354,houston,townhouse,1526290.99622272,4737.9858369664,2023-06-26,a0009,32.7302786734,-78.0112458014
l00355,phoenix,house,1710154.0021632467,1556.996239924,2023-08-10,a0033,31.1241580414,-85.4882891169
l00356,new york,apartment,1186537.98720319,1753.0040028071,2023-06-05,a0011,43.2365517234,-90.45485178
l00357,los angeles,condo,1587577.007705341,2346.9997964882,2023-06-27,a0034,36.3332861424,-101.1104422106
l00358,chicago,apartment,625556.9999320062,2108.0014633513,2023-11-22,a0036,33.3577396968,-71.0981739566
l00359,chicago,house,1410766.0072054707,2979.9940996855,2023-11-11,a0035,44.9351086698,-69.0199662229
l00360,new york,house,1341111.9831775783,1762.9995972822,2023-03-29,a0043,27.9830178151,-82.6178151837
l00361,phoenix,condo,1866913.0041874384,836.9973338802,2024-02-27,a0002,47.5219395271,-114.4978227368
l00362,new york,apartment,1445224.9964286794,2667.9856836051,2023-11-30,a0014,26.6086718229,-82.0122076436
l00363,phoenix,townhouse,1396266.9873603734,748.005340852,2023-09-12,a0041,38.7889702468,-76.1645567383
l00364,phoenix,condo,1446177.0018202518,2973.9853506202,2023-09-05,a0016,28.343538555,-78.8693844283
l00365,houston,condo,1051150.0108617682,1096.9910922086,2023-12-19,a0004,29.8449498184,-115.4988444133
l00366,los angeles,townhouse,971620.9979079936,4466.0157465451,2023-08-26,a0014,28.9462672978,-77.7660054933
l00367,chicago,house,755532.9920719911,3114.9930941112,2024-01-11,a0023,40.952316826,-94.6615242112
l00368,houston,house,1695229.987051917,3535.0128092952,2023-09-21,a0036,33.6078337747,-74.1166472237
l00369,new york,condo,606960.9851352855,4320.9938641606,2023-03-04,a0018,34.4099350973,-77.6488100691
l00370,houston,house,395440.9949715388,1293.0128722578,2023-01-26,a0019,35.5414008065,-103.1412242356
l00371,houston,townhouse,620659.9895137468,1808.0272204918,2024-02-21,a0021,36.1030646509,-107.50351178
l00372,phoenix,condo,498110.0072671685,1805.0187530056,2023-09-13,a0033,42.9277948425,-95.8567125463
l00373,houston,townhouse,1943555.0072815544,3027.0146544194,2023-09-12,a0002,30.5920344793,-72.8388972425
l00374,new york,townhouse,1159992.9839699797,4245.0033211106,2024-05-09,a0016,34.2222324311,-93.4666223612
l00375,los angeles,condo,202043.0228691209,914.0048216816,2023-05-25,a0032,46.7443628085,-88.7993472729
l00376,phoenix,townhouse,699257.0017569952,4896.0051827309,2023-01-05,a0007,27.7881716963,-70.4895313446
l00377,houston,house,1950643.0045136567,2665.9875144137,2024-01-08,a0024,40.0820592118,-105.5478693059
l00378,houston,condo,194879.9975266283,3781.0090201672,2023-01-27,a0037,28.3464924285,-78.9531824308
l00379,phoenix,house,860267.0079295521,2863.9974924716,2023-02-07,a0025,39.8844008013,-94.0628411039
l00380,phoenix,townhouse,1703070.9998005717,2791.0031717624,2024-02-27,a0040,46.4533580428,-79.2490465599
l00381,phoenix,apartment,369826.0123048682,1291.9867344389,2023-07-21,a0024,28.6619870991,-106.9294855143
l00382,chicago,condo,1683276.0035438384,1681.0055967593,2023-04-12,a0039,30.9775564557,-81.8294287479
l00383,phoenix,townhouse,1148739.000503139,828.9858123678,2023-01-24,a0003,25.796229034,-91.9606412931
l00384,los angeles,condo,1786038.0044280733,4380.006415504,2023-09-23,a0030,43.298565359,-74.1638125138
l00385,los angeles,house,787794.0097573336,3109.001622504,2023-03-25,a0026,33.2077811534,-77.3552117018
l00386,phoenix,condo,1345129.997901003,3254.9843818734,2023-09-17,a0033,27.6613810651,-75.9003969438
l00387,phoenix,townhouse,1586334.987152632,2954.9914917671,2023-09-01,a0002,28.0637182233,-101.9692377734
l00388,chicago,condo,1513073.9884591145,1397.0006985258,2023-08-02,a0038,44.1519842814,-116.3030303566
l00389,chicago,apartment,1351810.0075491988,4386.9979294687,2023-05-16,a0042,30.5043002922,-83.1135966908
l00390,phoenix,house,1612885.0120417045,920.0216034866,2023-10-26,a0031,42.2911112288,-87.7912735312
l00391,los angeles,townhouse,409908.0190042604,2484.0102697381,2023-01-17,a0037,41.6582882618,-93.5097413925
l00392,new york,house,139714.0187486207,4111.9837666995,2023-06-10,a0027,31.0450326363,-104.9505510703
l00393,los angeles,townhouse,1548084.0073965185,2169.9908316123,2023-07-30,a0033,29.348672178,-72.3152159961
l00394,phoenix,townhouse,1930430.998833786,1010.0068667688,2023-12-28,a0009,38.9988089814,-101.7478990029
l00395,phoenix,house,1276264.0103377383,3161.9904639789,2023-12-06,a0031,36.0898877508,-70.0455305379
l00396,phoenix,townhouse,757986.0002898887,1917.9928814838,2023-08-24,a0035,28.6820322147,-90.9791498442
l00397,chicago,condo,1517398.9966842288,2665.0099886919,2023-11-09,a0031,37.1500871571,-89.5450508847
l00398,los angeles,house,685117.9817053273,2944.981120342,2023-04-26,a0020,25.4434312572,-74.4128204955
l00399,chicago,house,1547538.0040043748,4505.0040302846,2023-06-12,a0031,47.395351415,-92.2122877896
l00400,chicago,condo,703538.0227408675,1498.0182836921,2023-10-21,a0044,41.725479896,-71.5048570511
l00401,phoenix,townhouse,1978544.9937952212,3731.9776715286,2024-02-24,a0023,41.9725950314,-116.156106802
l00402,los angeles,condo,188218.9872893759,2856.0057035042,2024-05-04,a0046,38.8346651567,-89.8113336654
l00403,new york,condo,1027728.99607603,2599.9984975035,2024-01-18,a0031,35.1863565993,-82.269729686
l00404,los angeles,house,1836340.0050394596,4911.9877936107,2023-05-19,a0036,47.4203751897,-71.3163330731
l00405,chicago,house,329063.9915765214,2460.0050711874,2023-05-05,a0004,35.8074525327,-118.4329196337
l00406,phoenix,house,1437866.0059006826,2407.0037106329,2023-01-27,a0007,48.6290418316,-76.3311126007
l00407,houston,condo,1604408.014444309,4368.9872501948,2023-02-21,a0044,28.0043156172,-71.5843351461
l00408,los angeles,apartment,1254171.9945222752,1793.0004197379,2023-07-28,a0042,45.8801521635,-94.9222261556
l00409,houston,townhouse,1464278.009111151,2132.9948616185,2024-01-23,a0019,39.2028569396,-101.8525908477
l00410,chicago,condo,1454546.0129544097,983.9892197957,2024-04-09,a0050,26.3270106582,-105.5481454006
l00411,new york,house,1222295.0102867,805.0094866467,2024-04-12,a0012,44.2727171938,-124.7244320209
l00412,houston,house,176209.9855827323,3752.0039902065,2024-02-08,a0032,32.9959797971,-101.8934010421
l00413,los angeles,condo,1938663.0227166011,805.996604777,2023-01-05,a0020,37.8908409891,-71.6636274151
l00414,phoenix,apartment,802633.9980851004,2831.0012425896,2023-08-21,a0042,33.3219286896,-104.8889117047
l00415,phoenix,townhouse,1964913.0177476287,1598.9859313357,2024-03-11,a0033,42.6903006495,-98.7571128536
l00416,houston,condo,504354.0045424091,1422.0024069393,2023-06-19,a0011,30.3951685513,-98.774358425
l00417,houston,condo,1607008.9893278996,2025.0087745347,2023-01-08,a0048,28.3767781522,-114.7591630272
l00418,chicago,condo,1290722.99500932,2082.002602677,2023-03-31,a0040,36.9765536261,-100.7030399202
l00419,houston,townhouse,1180620.9936575124,3186.0150407434,2023-02-14,a0026,46.9384373652,-103.9794893437
l00420,new york,house,394884.0057929644,4411.0074534192,2023-06-15,a0016,38.9218483884,-88.3310982087
l00421,new york,condo,904412.9875931684,2428.9987305121,2023-08-17,a0049,25.3211273353,-86.5013474823
l00422,chicago,condo,733225.9824032589,592.9933778422,2023-05-14,a0042,29.271884835,-69.2748687999
l00423,chicago,house,230283.9981471609,1467.9849341658,2023-08-27,a0020,28.5691043109,-100.9423011818
l00424,los angeles,townhouse,1538800.0057881766,4615.9950576271,2024-04-17,a0046,27.0761400801,-67.172816673
l00425,chicago,apartment,1439474.001365582,2915.9957417189,2023-07-08,a0040,37.077004967,-90.4780072198
l00426,los angeles,house,380114.0007279784,4416.9968787643,2023-03-20,a0030,26.6058144786,-81.498059444
l00427,phoenix,condo,972090.997646434,4999.0060271919,2024-04-12,a0031,30.0364034743,-72.9126135695
l00428,phoenix,house,1697735.0018565522,2527.0090884522,2023-12-15,a0049,29.9036377313,-113.9518444133
l00429,phoenix,apartment,1202067.006159844,4159.0087464088,2023-09-28,a0046,25.8862071661,-97.623837655
l00430,chicago,apartment,1283146.989233996,1419.0072283518,2023-02-01,a0036,38.5675003531,-121.1799343487
l00431,phoenix,house,1301041.9914575266,4896.0110990715,2023-03-18,a0011,43.6161376,-98.7239014787
l00432,chicago,townhouse,343772.0084673824,2182.0101573419,2024-01-03,a0038,37.5927845115,-99.4376606932
l00433,houston,apartment,1985106.9938016245,4679.9860716597,2023-08-17,a0004,34.6308445238,-92.5427150759
l00434,houston,house,1176357.9920318674,3903.0107453469,2023-08-22,a0037,28.724248174,-114.4675343967
l00435,new york,townhouse,1510895.998868426,3023.9880537869,2024-01-06,a0002,45.6819247935,-70.1230505848
l00436,houston,condo,1812225.999007248,524.0028963423,2024-01-17,a0014,33.9447639968,-109.291477269
l00437,phoenix,apartment,194978.9968621104,3970.0018915137,2023-06-26,a0045,40.4508155841,-101.3079736968
l00438,new york,apartment,1975311.99312885,1065.0022290383,2024-04-23,a0031,25.6118899473,-115.9352506934
l00439,new york,condo,957456.011821727,1973.9916078734,2024-01-29,a0009,42.1804710869,-86.7966565302
l00440,houston,condo,1969261.9837159617,3632.9969893921,2023-08-18,a0025,25.6377112622,-112.1219671766
l00441,houston,apartment,1531788.996915295,4916.9963579207,2023-03-10,a0042,30.5419821119,-86.0369218425
l00442,chicago,apartment,474286.0061745454,4901.0010402851,2023-07-21,a0034,25.4617264754,-118.9531970804
l00443,los angeles,house,1850747.011962242,527.9986086753,2024-01-23,a0002,44.1995755962,-114.6597148321
l00444,chicago,townhouse,1512430.9883469348,4960.011805398,2023-08-06,a0035,40.6606393861,-111.1856438923
l00445,houston,house,619069.9830867534,4272.9965362684,2023-06-27,a0010,27.390537239,-110.9082930041
l00446,chicago,house,1935443.982215525,1424.0138338359,2023-01-17,a0043,42.3311416282,-75.3835027506
l00447,houston,apartment,604713.0004211942,2188.022698008,2023-02-04,a0007,44.9203943641,-101.9678232512
l00448,phoenix,apartment,1036254.0025979351,897.9983473691,2023-05-06,a0048,41.0270134261,-113.1151463457
l00449,new york,townhouse,1020570.996671858,2418.9928717808,2023-10-04,a0014,32.0444843896,-72.9975871798
l00450,new york,house,1156745.9941964245,2869.0065538068,2023-04-30,a0047,25.3196775614,-120.0380692113
l00451,phoenix,condo,1311051.9995045697,3126.0076947008,2023-05-02,a0020,29.9861335538,-123.4548284237
l00452,los angeles,house,967297.9829033704,2961.0009861188,2023-05-21,a0004,29.3480270517,-91.1738395698
l00453,phoenix,house,1412802.0020353573,3999.0081520677,2023-10-12,a0032,35.1251116405,-73.2245235232
l00454,new york,condo,1449131.0004156616,3622.0100970954,2024-02-07,a0034,44.6209926446,-105.1909960245
l00455,chicago,townhouse,956181.01600097,1722.0068933685,2023-06-03,a0025,31.2278212145,-102.9741435463
l00456,los angeles,townhouse,605345.9911458812,2345.9909768034,2023-06-03,a0046,39.1347332259,-109.4594868878
l00457,los angeles,townhouse,220846.0090227997,3880.0006319922,2024-05-10,a0027,39.9965665447,-101.2600456105
l00458,phoenix,house,914572.9891942776,2489.0073085946,2023-05-11,a0014,38.2546927221,-99.7075600696
l00459,chicago,apartment,1043270.9956227172,3538.9848490518,2023-02-17,a0035,32.0581751214,-69.9996926729
l00460,los angeles,apartment,663003.9969554445,3588.9776985671,2023-12-11,a0039,43.3313697927,-116.8742677362
l00461,phoenix,apartment,1932114.0103006985,1095.995089897,2023-04-07,a0049,45.845930262,-96.7214932757
l00462,phoenix,house,1105362.0024595794,2210.9976267911,2024-03-21,a0022,46.4618459866,-78.614073078
l00463,chicago,apartment,544193.0058262682,2056.0013187517,2024-05-07,a0048,35.2071096192,-123.6947933454
l00464,new york,townhouse,608754.0108398353,2174.9986492896,2023-07-23,a0016,31.4529188009,-93.5689885678
l00465,phoenix,condo,1726369.9920842152,2818.004939789,2023-07-14,a0030,40.1978039571,-110.0406814671
l00466,phoenix,condo,746807.9916845835,2641.9900108405,2023-07-04,a0033,28.3364048622,-76.5769786241
l00467,houston,townhouse,306796.0088289098,4345.9984685572,2024-01-25,a0021,48.6254254249,-94.5108122173
l00468,los angeles,condo,756244.9926670527,3890.0001115434,2023-01-24,a0037,29.1379329053,-109.1858176258
l00469,los angeles,house,134015.0078264258,2636.0130282376,2023-10-11,a0038,25.441282171,-71.9642654544
l00470,phoenix,townhouse,719063.0107535163,1748.0066630483,2023-04-11,a0022,27.8268065639,-91.5783345054
l00471,los angeles,townhouse,1294934.975434057,2512.9963229274,2023-09-13,a0036,31.5802927556,-92.8707650688
l00472,chicago,condo,1700882.99187822,4502.0021699705,2024-05-09,a0047,40.6394736789,-76.8637199204
l00473,houston,townhouse,452810.9907585254,3384.9918153658,2023-03-28,a0009,29.9796248447,-124.3775945588
l00474,phoenix,townhouse,485975.9914885492,4941.0008354697,2023-11-25,a0004,28.2757589291,-72.7930169718
l00475,phoenix,apartment,1859654.0156512384,1107.9954960391,2024-04-28,a0043,45.9677414039,-90.3485925073
l00476,new york,apartment,964849.0024560312,1625.9809894297,2024-03-07,a0041,39.420253045,-86.4332990564
l00477,los angeles,apartment,1583042.0034711054,1736.995666899,2023-01-05,a0014,29.2103553594,-71.9593954655
l00478,phoenix,townhouse,882658.0092800725,994.9965399159,2023-11-13,a0041,35.0403442155,-102.7619808878
l00479,phoenix,townhouse,1482618.9956306035,4496.0081643354,2023-01-09,a0001,37.4738011107,-122.2810748945
l00480,phoenix,townhouse,124853.0096955519,637.0062000786,2023-09-29,a0047,28.981460821,-82.1894763863
l00481,chicago,condo,135949.985959398,4614.0103591649,2024-02-21,a0045,26.9884150234,-90.015605663
l00482,houston,house,324428.9937851815,1288.982265514,2023-09-26,a0010,30.8769532164,-102.4249068772
l00483,los angeles,house,1399774.0190191364,4812.0026532814,2023-05-10,a0023,31.9368212274,-104.3805559888
l00484,chicago,townhouse,265715.0085174232,3555.9853321072,2024-05-06,a0026,42.2449811781,-107.769950724
l00485,houston,house,1562209.9907162078,2349.9800492971,2023-06-03,a0044,38.6040691782,-97.3911809346
l00486,new york,apartment,296083.9924756882,3820.0183142921,2023-07-14,a0025,40.9361593162,-70.6649778798
l00487,phoenix,townhouse,217681.0079898797,576.9762275563,2023-12-26,a0011,42.5806233474,-112.5179999808
l00488,new york,townhouse,1872784.9989068443,4054.0108459814,2023-11-27,a0022,25.7605788877,-109.7868847868
l00489,phoenix,apartment,1976512.9956168293,4826.0012139347,2024-04-15,a0003,39.2924581462,-122.0259872224
l00490,los angeles,house,1990106.035454263,4395.008011818,2023-05-19,a0003,36.9092911687,-90.3842442369
l00491,new york,condo,1985992.9993183375,4947.9867314515,2023-10-16,a0043,33.0111506758,-80.2878049514
l00492,new york,house,1883475.0083463772,3075.9989398469,2023-01-09,a0014,27.5738232953,-120.642266841
l00493,phoenix,house,1677591.013405182,3762.0059271328,2024-04-20,a0005,42.4573161014,-96.2620027286
l00494,chicago,house,1282706.0159486877,2468.9976101329,2023-10-18,a0025,41.524003286,-99.7818668445
l00495,phoenix,condo,904982.996954005,1645.9950676597,2024-02-09,a0045,30.9078926332,-77.4908521841
l00496,new york,condo,212609.0138087223,1299.9985885605,2023-08-12,a0015,44.1789132237,-84.7220661428
l00497,new york,condo,1369129.98919763,3749.0064788967,2024-05-11,a0050,31.5520950824,-90.7888731148
l00498,chicago,apartment,1429851.9921959348,2738.9892890589,2024-02-06,a0029,33.6685602237,-119.6984553855
l00499,houston,house,846189.9739189636,3575.0123807847,2023-08-10,a0012,47.0208433238,-117.0605773236
l00500,phoenix,townhouse,279713.0096036561,2918.9914705381,2024-02-13,a0016,47.8036722466,-99.1275484006
l00501,new york,apartment,661978.0073710667,1762.9909013199,2023-07-14,a0046,29.4458641537,-93.5571460339
l00502,los angeles,townhouse,764121.9814367723,3453.9928926017,2023-02-24,a0006,45.94457887,-82.5265638134
l00503,new york,condo,1032678.006661832,3448.018188199,2024-01-25,a0018,44.3622314917,-86.7838139835
l00504,new york,house,283074.992323041,2035.0220388551,2023-08-09,a0029,41.6092354035,-75.7409145391
l00505,phoenix,townhouse,316619.9952580128,714.9908162526,2023-02-15,a0023,30.9806535408,-96.6018752564
l00506,phoenix,apartment,1351841.0042923284,3157.0001039521,2024-03-18,a0025,30.3127588588,-67.7132075075
l00507,new york,condo,967821.9866316456,3676.0219733538,2024-02-03,a0006,47.6485733547,-122.7187308917
l00508,phoenix,house,1299487.0011675404,4767.9904347902,2023-03-28,a0044,41.9227491809,-71.3426095906
l00509,houston,house,391168.0007837911,2701.9971487355,2023-06-04,a0018,29.3373103915,-92.0630926471
l00510,houston,house,232680.0023745133,1868.9985855916,2023-08-11,a0018,46.9734889903,-123.0276196042
l00511,houston,condo,1115505.9951351006,1130.0104026168,2023-07-04,a0017,41.7347590759,-107.7404191856
l00512,los angeles,townhouse,1345302.0059966196,2101.0101565145,2023-08-23,a0007,47.1717293351,-68.6839355401
l00513,los angeles,condo,114191.9817279991,3740.9947689375,2023-06-20,a0040,47.6579846683,-97.5025334495
l00514,houston,condo,1023213.9932274222,3241.9911422358,2023-08-09,a0042,45.6973827625,-76.0283736126
l00515,phoenix,house,730058.0007548068,3126.0003616559,2023-11-05,a0045,32.6647390694,-76.9407753811
l00516,los angeles,townhouse,758890.0116913399,1955.0082053819,2024-05-08,a0026,25.8864099916,-90.4099199838
l00517,chicago,condo,1641143.0054071588,4521.9884225042,2024-05-10,a0037,30.5373862856,-118.0093423219
l00518,los angeles,condo,888644.9681477067,2796.022056282,2024-02-23,a0026,26.854698034,-84.6276762056
l00519,chicago,apartment,1282480.0145633838,2135.9967623609,2023-10-31,a0035,33.1663203047,-82.9885392523
l00520,los angeles,apartment,1625076.0274193068,4281.0217591714,2024-04-27,a0046,26.5682849047,-106.7272141916
l00521,los angeles,townhouse,1772867.0014215815,2886.0005989848,2024-03-01,a0045,37.9556101992,-79.1343010491
